Filename,Buggy/Deleted,Fixed/Added
JavassistCompilerStrategy.java,compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());,if (byteCodeClass != null ) compiledClass = byteCodeClass.toClass(sourceCode.getPackageNeighbour());
CodeGenerationAddSpecificationCase.java,DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();,if (DefaultMapperFactory != null ) DefaultMapperFactory.Builder builder = new DefaultMapperFactory.Builder();
CodeGenerationAddSpecificationCase.java,CodeGenerationStrategy codeGenerationStrategy = builder.getCodeGenerationStrategy();,if (builder != null ) CodeGenerationStrategy codeGenerationStrategy = builder.getCodeGenerationStrategy();
CodeGenerationAddSpecificationCase.java,DefaultMapperFactory mapperFactory= builder.build();,if (builder != null ) DefaultMapperFactory mapperFactory= builder.build();
ExpanderTestCase.java,MapperFacade mapper = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapper = mapperFactory.getMapperFacade();
MultiOccurrenceToMultiOccurrenceTestCase.java,dataTypeFactory = DatatypeFactory.newInstance();,if (DatatypeFactory != null ) dataTypeFactory = DatatypeFactory.newInstance();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MultiOccurrenceToMultiOccurrenceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
PropertiesWithNoSetterTestCase.java,this.id = UUID.randomUUID().toString();,if (UUID != null ) this.id = UUID.randomUUID().toString();
PropertiesWithNoSetterTestCase.java,this.id = UUID.randomUUID().toString();,if (UUID != null ) this.id = UUID.randomUUID().toString();
PropertiesWithNoSetterTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
PropertiesWithNoSetterTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
GenericCollectionsTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
GenericCollectionsTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
GenericsTestCase.java,MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();
GenericsTestCase.java,MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();
GenericsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
GenericsTestCase.java,MapperFacade mapperFacade = factory.getMapperFacade();,if (factory != null ) MapperFacade mapperFacade = factory.getMapperFacade();
GenericsTestCase.java,PropertyResolverStrategy propertyResolver = UtilityResolver.getDefaultPropertyResolverStrategy();,if (UtilityResolver != null ) PropertyResolverStrategy propertyResolver = UtilityResolver.getDefaultPropertyResolverStrategy();
GenericsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
GenericsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
GenericsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
GenericsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
GenericsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
GenericsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
GenericsTestCase.java,ParameterizedType superType = (ParameterizedType)getClass().getGenericSuperclass();,if ((ParameterizedType)getClass() != null ) ParameterizedType superType = (ParameterizedType)getClass().getGenericSuperclass();
IntrospectorBugTestCase.java,MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapperFacade = MappingUtil.getMapperFactory().getMapperFacade();
Issue289TestCase.java,final MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) final MapperFactory mapperFactory = MappingUtil.getMapperFactory();
Issue289TestCase.java,final MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) final MapperFacade mapperFacade = mapperFactory.getMapperFacade();
DefaultMappingHintTestCase.java,AuthorParent author = type.newInstance();,if (type != null ) AuthorParent author = type.newInstance();
DefaultMappingHintTestCase.java,BookParent book = type.newInstance();,if (type != null ) BookParent book = type.newInstance();
DefaultMappingHintTestCase.java,LibraryParent lib = type.newInstance();,if (type != null ) LibraryParent lib = type.newInstance();
DefaultMappingHintTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DefaultMappingHintTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DefaultMappingHintTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DefaultMappingHintTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
DefaultMappingHintTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
DefaultMappingHintTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
InheritanceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
InheritanceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
InheritanceTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
InitializeUsedMappersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
InitializeUsedMappersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
InitializeUsedMappersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
InitializeUsedMappersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
NestedInheritanceTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
NestedInheritanceTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ReuseMappersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
ReuseMappersTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
UsedMappersTestCase.java,MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapperFacade = mapperFactory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory mapperFactory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory mapperFactory = MappingUtil.getMapperFactory();
UsedMappersTestCase.java,MapperFacade mapperFacade = mapperFactory.getMapperFacade();,if (mapperFactory != null ) MapperFacade mapperFacade = mapperFactory.getMapperFacade();
UsedMappersTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
UserProvidedInheritanceTestCase.java,MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) MapperFactory factory = new DefaultMapperFactory.Builder().build();
CoreMappingFunctionsTestCase.java,MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();,if (MappingUtil != null ) MapperFacade mapper = MappingUtil.getMapperFactory().getMapperFacade();
CoreMappingFunctionsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CoreMappingFunctionsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CoreMappingFunctionsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CoreMappingFunctionsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CoreMappingFunctionsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CoreMappingFunctionsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CoreMappingFunctionsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CoreMappingFunctionsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
CoreMappingFunctionsTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
CoreMappingFunctionsTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFactory factory = MappingUtil.getMapperFactory();,if (MappingUtil != null ) MapperFactory factory = MappingUtil.getMapperFactory();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MapGenerationTestCase.java,MapperFacade mapper = factory.getMapperFacade();,if (factory != null ) MapperFacade mapper = factory.getMapperFacade();
MultipleMapperWrapperTestSuite.java,final MapperFactory factory = new DefaultMapperFactory.Builder().build();,if (DefaultMapperFactory != null ) final MapperFactory factory = new DefaultMapperFactory.Builder().build();
